Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2
-0.760426,-0.448236,-0.469933,0.367693,1.77981,1.85677
-0.760441,-0.448236,-0.46991,0.34561,1.81649,1.85752
-0.760434,-0.448236,-0.46992,0.562708,1.33447,1.96598
-0.76042,-0.448253,-0.469926,0.560114,1.28246,2.01978
-0.760393,-0.448252,-0.469972,0.588943,1.28355,1.9721
-0.760381,-0.448332,-0.469914,0.60511,1.27689,1.95229
-0.760293,-0.448407,-0.469985,0.594504,1.27084,1.97522
-0.760387,-0.448359,-0.469878,0.525337,1.2654,2.09234
-0.760454,-0.448232,-0.469891,0.527456,1.27392,2.08078
-0.76043,-0.448358,-0.46981,0.538971,1.26276,2.07279
-0.760385,-0.4483,-0.469939,0.511881,1.32342,2.05877
-0.760434,-0.448248,-0.469908,0.495351,1.65485,1.76939
-0.760448,-0.448233,-0.4699,0.541025,1.34312,1.99281
-0.760442,-0.448219,-0.469924,0.374022,1.42094,2.18884
-0.760409,-0.448215,-0.469981,0.278358,1.56569,2.20558
-0.760393,-0.448205,-0.470016,0.304139,1.51803,2.20932
-0.760449,-0.448225,-0.469907,0.292983,1.52444,2.22125
-0.760443,-0.4482,-0.469939,0.337049,1.46309,2.20847
-0.760248,-0.448533,-0.469938,0.643386,1.31893,1.85025
-0.760413,-0.4483,-0.469892,0.639591,1.32744,1.84826
-0.760483,-0.448165,-0.469908,0.65023,1.33207,1.82663
-0.760424,-0.44823,-0.469941,0.544353,1.68787,1.65859
-0.760459,-0.448249,-0.469867,0.554339,1.6625,1.66663
-0.760432,-0.448228,-0.46993,0.529069,1.69128,1.68007
-0.760433,-0.448245,-0.469914,0.399941,1.75293,1.83023
-0.760443,-0.448201,-0.469939,0.433952,1.72458,1.80223
-0.760454,-0.448229,-0.469894,0.48727,1.41715,2.00919
-0.760467,-0.44817,-0.469929,0.47175,1.39719,2.05335
-0.760407,-0.448202,-0.469995,0.395254,1.36956,2.20349
-0.76041,-0.448102,-0.470087,0.39653,1.35912,2.21138
-0.760511,-0.448269,-0.469763,0.37832,1.3796,2.22132
-0.760422,-0.448111,-0.470059,0.412208,1.35188,2.19292
-0.760391,-0.448319,-0.469911,0.325705,1.86754,1.84104
-0.76046,-0.448177,-0.469935,0.342436,1.86248,1.81879
-0.760436,-0.448245,-0.469908,0.33393,1.85433,1.84033
-0.760433,-0.44829,-0.469869,0.444517,1.34404,2.14811
-0.760521,-0.448049,-0.469957,0.53154,1.30498,2.04454
-0.760469,-0.448199,-0.469898,0.307739,1.87038,1.8674
-0.760427,-0.448287,-0.469883,0.31806,1.87981,1.8417
-0.760443,-0.448257,-0.469886,0.378175,1.84934,1.77349
-0.760466,-0.448138,-0.469962,0.368314,1.86276,1.77665
-0.760469,-0.448116,-0.469978,0.386119,1.8529,1.75724
-0.76044,-0.448237,-0.469909,0.493729,1.70137,1.72764
-0.760433,-0.448283,-0.469876,0.414256,1.3977,2.1459
-0.760365,-0.448242,-0.470026,0.320321,1.45758,2.2408
-0.760337,-0.448231,-0.470081,0.304923,1.48185,2.24256
-0.760485,-0.448296,-0.46978,0.313287,1.48064,2.23018
-0.760454,-0.448226,-0.469897,0.635788,1.38167,1.8027
-0.760444,-0.448273,-0.469868,0.644652,1.38993,1.78047
-0.760457,-0.448307,-0.469814,0.528666,1.72575,1.64784
-0.760441,-0.448241,-0.469904,0.523614,1.71598,1.66534
-0.760478,-0.448214,-0.46987,0.511418,1.74538,1.65703
-0.76051,-0.44824,-0.469794,0.60713,1.61406,1.6274
-0.760526,-0.448165,-0.469839,0.620086,1.58967,1.6297
-0.76046,-0.448183,-0.469929,0.604642,1.59345,1.6511
-0.760412,-0.4483,-0.469893,0.222189,1.80758,2.06574
-0.76046,-0.44823,-0.469883,0.227292,1.79223,2.07213
-0.760529,-0.448141,-0.469856,0.218356,1.78947,2.08923
-0.760428,-0.448251,-0.469916,0.360648,1.83772,1.81294
-0.760412,-0.448305,-0.46989,0.352473,1.84983,1.81461
-0.760401,-0.448268,-0.469943,0.369845,1.84562,1.79052
-0.760566,-0.448026,-0.469907,0.644679,1.34089,1.82721
-0.760391,-0.448301,-0.469928,0.334046,1.87641,1.81908
-0.760441,-0.44817,-0.469972,0.350958,1.87065,1.79721
-0.760534,-0.448059,-0.469926,0.302187,1.88093,1.86633
-0.760519,-0.448174,-0.469841,0.224942,1.77163,2.09558
-0.760528,-0.448114,-0.469883,0.27454,1.87583,1.91593
-0.760461,-0.448213,-0.469898,0.278704,1.86546,1.91908
-0.760561,-0.44801,-0.46993,0.262761,1.86988,1.94067
-0.760422,-0.448232,-0.469943,0.287516,1.87953,1.8914
-0.760496,-0.448209,-0.469845,0.23788,1.65906,2.18202
-0.760515,-0.448194,-0.469829,0.245143,1.63205,2.19603
-0.760441,-0.448218,-0.469925,0.23495,1.64598,2.19924
-0.760441,-0.448224,-0.46992,0.503222,1.72671,1.6881
-0.760409,-0.448321,-0.469879,0.523879,1.28847,2.07269
-0.760387,-0.448345,-0.469892,0.617364,1.33643,1.87566
-0.760446,-0.448227,-0.469909,0.607936,1.34012,1.8874
-0.760443,-0.44824,-0.469902,0.269798,1.85516,1.94332
-0.760403,-0.448302,-0.469907,0.287157,1.8515,1.91872
-0.760422,-0.448276,-0.469902,0.296859,1.86044,1.89449
-0.760405,-0.448252,-0.469952,0.270873,1.80539,1.98905
-0.760552,-0.448103,-0.469856,0.256723,1.80134,2.01581
-0.760469,-0.448191,-0.469906,0.267051,1.82252,1.9789
-0.760378,-0.44833,-0.469921,0.288111,1.81687,1.95021
-0.760474,-0.448185,-0.469904,0.298231,1.83053,1.9208
-0.76045,-0.448246,-0.469885,0.30622,1.84131,1.89759
-0.760419,-0.448244,-0.469937,0.28194,1.82977,1.94789
-0.76043,-0.4482,-0.469961,0.462447,1.70613,1.77372
-0.760458,-0.448223,-0.469893,0.488529,1.68924,1.74762
-0.760421,-0.448257,-0.46992,0.614877,1.44319,1.77785
-0.760364,-0.44831,-0.469963,0.626743,1.4423,1.7595
-0.760345,-0.448193,-0.470106,0.595387,1.5669,1.69139
-0.760529,-0.448204,-0.469796,0.24634,1.71249,2.11737
-0.760359,-0.448324,-0.469958,0.237719,1.72047,2.12371
-0.760449,-0.448221,-0.46991,0.398146,1.82219,1.76707
-0.760428,-0.448215,-0.46995,0.426496,1.79501,1.74712
-0.760496,-0.448219,-0.469836,0.614641,1.55536,1.67124
-0.760463,-0.448203,-0.469904,0.617216,1.56883,1.65423
-0.760433,-0.448265,-0.469893,0.628605,1.54654,1.65706
-0.760479,-0.448155,-0.469925,0.439388,1.81467,1.7075
-0.760497,-0.448084,-0.469963,0.431672,1.81323,1.72136
-0.76049,-0.448139,-0.469922,0.421923,1.82852,1.72256
-0.760509,-0.44816,-0.469872,0.224304,1.73506,2.1315
-0.760486,-0.448178,-0.469891,0.215419,1.73808,2.143
-0.760382,-0.448312,-0.469932,0.215362,1.75634,2.12567
-0.760402,-0.448314,-0.469898,0.583549,1.29587,1.96907
-0.760373,-0.448356,-0.469904,0.597992,1.29162,1.94975
-0.760396,-0.448341,-0.469882,0.445752,1.31353,2.17522
-0.760425,-0.448319,-0.469856,0.448792,1.304,2.17939
-0.760417,-0.448311,-0.469876,0.434371,1.31518,2.19206
-0.760446,-0.448233,-0.469904,0.474772,1.29441,2.14649
-0.760479,-0.448047,-0.470028,0.476345,1.28591,2.15205
-0.760457,-0.448391,-0.469734,0.462591,1.29439,2.16623
-0.760429,-0.448206,-0.469957,0.233103,1.77253,2.08151
-0.760492,-0.448237,-0.469826,0.232508,1.75114,2.10288
-0.760465,-0.448268,-0.469839,0.502321,1.28161,2.11412
-0.760419,-0.448301,-0.469883,0.513504,1.27727,2.10016
-0.760438,-0.44824,-0.46991,0.511162,1.26967,2.1112
-0.760454,-0.448273,-0.469852,0.422021,1.33306,2.19499
-0.760403,-0.44829,-0.469918,0.416405,1.3307,2.20633
-0.760449,-0.448227,-0.469905,0.265731,1.62691,2.16762
-0.760427,-0.448253,-0.469914,0.614172,1.41456,1.8063
-0.760423,-0.448238,-0.469936,0.544256,1.41612,1.91796
-0.76044,-0.448211,-0.469934,0.550298,1.47377,1.85319
-0.760446,-0.448114,-0.470017,0.413684,1.82693,1.73741
-0.760539,-0.448227,-0.469759,0.620514,1.53221,1.68382
-0.760434,-0.448241,-0.469916,0.276321,1.84152,1.94577
-0.760456,-0.448222,-0.469897,0.271842,1.59689,2.18636
-0.760416,-0.448235,-0.46995,0.51592,1.28511,2.08877
-0.760441,-0.44824,-0.469905,0.469654,1.3529,2.09898
-0.760413,-0.448285,-0.469908,0.5476,1.64771,1.69165
-0.760467,-0.448258,-0.469845,0.500644,1.71917,1.69947
-0.760444,-0.448234,-0.469906,0.32598,1.83556,1.8711
-0.760432,-0.448245,-0.469914,0.341414,1.84232,1.83968
-0.760487,-0.448109,-0.469955,0.34998,1.82856,1.83893
-0.760533,-0.448111,-0.469879,0.650296,1.35071,1.80875
-0.760414,-0.448197,-0.46999,0.65619,1.34678,1.80296
-0.760376,-0.448287,-0.469965,0.655506,1.35981,1.79164
-0.760377,-0.448272,-0.469977,0.635142,1.44115,1.74701
-0.760461,-0.448239,-0.469874,0.475209,1.75421,1.7072
-0.760421,-0.44823,-0.469947,0.48093,1.75727,1.69503
-0.760383,-0.448311,-0.46993,0.614164,1.31884,1.89762
-0.760428,-0.448227,-0.469938,0.608483,1.30098,1.92385
-0.760433,-0.44825,-0.469908,0.600784,1.31576,1.92221
-0.760389,-0.448243,-0.469986,0.226374,1.65694,2.20266
-0.760455,-0.448234,-0.469888,0.23223,1.63383,2.21523
-0.760438,-0.448189,-0.469959,0.438586,1.42257,2.08281
-0.760444,-0.448233,-0.469907,0.45958,1.38153,2.08797
-0.760349,-0.448342,-0.469957,0.237351,1.79535,2.05288
-0.760402,-0.448204,-0.470001,0.242235,1.77354,2.06578
-0.760418,-0.448259,-0.469923,0.321187,1.84834,1.86666
-0.760407,-0.448249,-0.469952,0.309009,1.49812,2.22042
-0.760443,-0.448248,-0.469894,0.341215,1.44683,2.21723
-0.76049,-0.448215,-0.46985,0.224606,1.75236,2.11451
-0.760477,-0.448189,-0.469895,0.601252,1.47663,1.768
-0.760482,-0.448197,-0.469879,0.597157,1.44688,1.80301
-0.760451,-0.44823,-0.469898,0.52522,1.36203,2.00036
-0.760419,-0.448223,-0.469956,0.54858,1.36701,1.9578
-0.760433,-0.448232,-0.469926,0.314288,1.85965,1.86704
-0.760394,-0.448236,-0.469985,0.404155,1.84132,1.7391
-0.7606,-0.448138,-0.469745,0.2186,1.69991,2.17426
-0.760513,-0.448184,-0.469842,0.225871,1.69045,2.17151
-0.760543,-0.44816,-0.469816,0.221929,1.67864,2.18916
-0.760398,-0.448267,-0.469949,0.232455,1.80975,2.04706
-0.760363,-0.44833,-0.469945,0.243427,1.81055,2.02854
-0.760426,-0.448204,-0.469963,0.238189,1.82496,2.02328
-0.760468,-0.448152,-0.469945,0.249538,1.82585,2.00406
-0.7605,-0.448296,-0.469756,0.569795,1.63586,1.66703
-0.760316,-0.448273,-0.470076,0.240664,1.67149,2.16566
-0.760451,-0.448338,-0.469795,0.40738,1.36365,2.18951
-0.760447,-0.448164,-0.469967,0.360198,1.8584,1.79394
-0.760425,-0.448261,-0.469911,0.632147,1.33603,1.85212
-0.76042,-0.448247,-0.469932,0.576948,1.63675,1.6546
-0.760417,-0.448195,-0.469987,0.584492,1.63769,1.6415
-0.760408,-0.448217,-0.46998,0.57788,1.66121,1.62977
-0.760418,-0.448109,-0.470066,0.592539,1.6387,1.62752
-0.760515,-0.448143,-0.469878,0.626368,1.30874,1.8875
-0.760552,-0.448045,-0.469912,0.635158,1.30633,1.87557
-0.760315,-0.448481,-0.469878,0.626601,1.29572,1.89955
-0.760448,-0.44824,-0.469893,0.387919,1.83529,1.77113
-0.760462,-0.448204,-0.469905,0.405353,1.82532,1.75242
-0.760434,-0.448265,-0.469891,0.569245,1.41351,1.88001
-0.760479,-0.448167,-0.469914,0.227571,1.82412,2.04126
-0.760421,-0.448244,-0.469933,0.53497,1.38924,1.95862
-0.760455,-0.448228,-0.469893,0.502,1.28879,2.10779
-0.760476,-0.448233,-0.469856,0.288696,1.55574,2.19834
-0.760453,-0.448284,-0.469843,0.460383,1.30251,2.16205
-0.76044,-0.448237,-0.469909,0.457863,1.31178,2.15729
-0.76038,-0.448234,-0.470009,0.648637,1.43998,1.72629
-0.760493,-0.44818,-0.469878,0.652356,1.44789,1.71273
-0.760432,-0.448164,-0.469992,0.654307,1.42694,1.72955
-0.760393,-0.448273,-0.469951,0.642214,1.45475,1.72259
-0.76047,-0.448229,-0.469869,0.22957,1.66926,2.18574
-0.76042,-0.448339,-0.469845,0.488242,1.29243,2.12658
-0.7604,-0.448242,-0.469969,0.442943,1.32269,2.17102
-0.760456,-0.448109,-0.470005,0.427887,1.33553,2.18314
-0.760447,-0.448174,-0.469958,0.439833,1.33284,2.16638
-0.760455,-0.448271,-0.469851,0.522575,1.68579,1.69581
-0.760432,-0.448227,-0.469931,0.229935,1.70263,2.15332
-0.760424,-0.448239,-0.469934,0.232774,1.6816,2.16878
-0.760342,-0.448298,-0.470009,0.642944,1.47422,1.70284
-0.760398,-0.448274,-0.469942,0.634611,1.46024,1.72966
-0.760477,-0.448201,-0.469884,0.64343,1.51648,1.66174
-0.76053,-0.448231,-0.46977,0.642963,1.53746,1.64248
-0.760292,-0.44831,-0.470079,0.651771,1.51156,1.65294
-0.760421,-0.448274,-0.469905,0.642504,1.49599,1.68279
-0.760379,-0.448256,-0.469989,0.634751,1.52159,1.67091
-0.760383,-0.448322,-0.46992,0.650567,1.49118,1.67432
-0.760321,-0.448328,-0.470016,0.658551,1.48643,1.66594
-0.760387,-0.448282,-0.469952,0.216357,1.77354,2.10765
-0.760453,-0.448245,-0.469881,0.455413,1.3208,2.15265
-0.760508,-0.448356,-0.469686,0.329517,1.45585,2.22756
-0.760397,-0.448311,-0.469908,0.650264,1.47036,1.69468
-0.760529,-0.44821,-0.469791,0.660162,1.43269,1.71459
-0.760562,-0.448151,-0.469794,0.659517,1.44318,1.70562
-0.760352,-0.448351,-0.469943,0.666303,1.43873,1.69889
-0.760422,-0.448221,-0.469953,0.516003,1.51843,1.86609
-0.760408,-0.44822,-0.469977,0.409308,1.34606,2.20316
-0.760444,-0.448287,-0.469855,0.397811,1.34865,2.21929
-0.760502,-0.448144,-0.469898,0.262689,1.83469,1.97435
-0.760447,-0.448196,-0.469937,0.245858,1.8384,1.99805
-0.76039,-0.448332,-0.469899,0.258509,1.84636,1.96999
-0.760433,-0.448197,-0.469958,0.649744,1.40945,1.75361
-0.760495,-0.448171,-0.469884,0.643393,1.40561,1.76755
-0.760497,-0.448137,-0.469913,0.642018,1.42274,1.75344
-0.760471,-0.448171,-0.469922,0.45204,1.77362,1.72619
-0.760534,-0.448159,-0.469832,0.249367,1.78723,2.04118
-0.760442,-0.448219,-0.469924,0.230577,1.72824,2.12785
-0.760356,-0.448293,-0.469992,0.628626,1.34421,1.85001
-0.760387,-0.448204,-0.470027,0.276096,1.55754,2.21701
-0.760507,-0.448284,-0.469756,0.273945,1.54979,2.22788
-0.76045,-0.448184,-0.469943,0.66053,1.41263,1.73313
-0.760546,-0.448147,-0.469823,0.667309,1.4179,1.71713
-0.760535,-0.448278,-0.469716,0.291611,1.51649,2.23106
-0.760411,-0.448242,-0.469952,0.271802,1.54207,2.23872
-0.760431,-0.448197,-0.469962,0.269753,1.53468,2.24908
-0.760427,-0.448206,-0.469959,0.367868,1.41943,2.20024
-0.760431,-0.448235,-0.469926,0.502093,1.37723,2.02328
-0.760489,-0.448179,-0.469885,0.222896,1.71156,2.15619
-0.760485,-0.448189,-0.469882,0.243032,1.62459,2.20656
-0.76044,-0.448217,-0.469928,0.251634,1.60183,2.21435
-0.760492,-0.448185,-0.469874,0.216474,1.71971,2.15881
-0.760382,-0.44824,-0.47,0.264051,1.58504,2.21027
-0.760596,-0.448152,-0.469737,0.239484,1.6099,2.22632
-0.760405,-0.448189,-0.470011,0.60446,1.58215,1.66216
-0.760434,-0.448257,-0.4699,0.239766,1.74894,2.09323
-0.760467,-0.448255,-0.469849,0.664584,1.3802,1.7575
-0.760506,-0.448166,-0.46987,0.661588,1.39648,1.74682
-0.760731,-0.447932,-0.469728,0.666694,1.39845,1.73667
-0.760266,-0.448412,-0.470024,0.660972,1.36264,1.7801
-0.760357,-0.448323,-0.469961,0.658892,1.37826,1.76856
-0.760353,-0.448312,-0.469978,0.656126,1.39437,1.75767
-0.760461,-0.448239,-0.469873,0.652864,1.3762,1.78028
-0.760442,-0.448245,-0.469898,0.56953,1.57867,1.72201
-0.760481,-0.44812,-0.469955,0.591855,1.30545,1.94649
-0.760445,-0.448187,-0.469949,0.578338,1.30777,1.96615
-0.760479,-0.448213,-0.46987,0.473135,1.3015,2.14238
-0.760432,-0.448272,-0.469888,0.635001,1.50113,1.69002
-0.760546,-0.448107,-0.469862,0.250708,1.76906,2.05634
-0.760437,-0.448251,-0.4699,0.646166,1.36296,1.80375
-0.760488,-0.448087,-0.469975,0.540843,1.31328,2.02158
-0.760386,-0.448226,-0.470006,0.259826,1.6262,2.17785
-0.760381,-0.448259,-0.469984,0.256042,1.61716,2.19259
-0.760454,-0.448145,-0.469974,0.648283,1.42488,1.74126
-0.760364,-0.448272,-0.469998,0.266281,1.59355,2.19855
-0.760475,-0.448214,-0.469875,0.25853,1.78475,2.02871
-0.760456,-0.448128,-0.469987,0.439849,1.77533,1.74428
-0.760437,-0.448201,-0.469948,0.379353,1.83302,1.78715
-0.760448,-0.448208,-0.469923,0.642117,1.43893,1.73784
-0.760344,-0.448269,-0.470034,0.655378,1.41111,1.74291
-0.760394,-0.448265,-0.469957,0.558411,1.38913,1.9208
-0.760456,-0.448176,-0.469942,0.292019,1.87033,1.89289
-0.760461,-0.448199,-0.469911,0.584176,1.43136,1.83882
-0.760465,-0.448316,-0.469794,0.460829,1.77776,1.70801
-0.760314,-0.448449,-0.46991,0.616488,1.28562,1.92555
-0.760431,-0.448274,-0.469889,0.617839,1.29826,1.9113
-0.760441,-0.448348,-0.469801,0.391369,1.38023,2.1996
-0.760473,-0.448374,-0.469724,0.404388,1.37406,2.18441
-0.760423,-0.448256,-0.469919,0.395378,1.83962,1.75492
-0.760414,-0.448253,-0.469935,0.469159,1.77849,1.69383
-0.76038,-0.448146,-0.470093,0.475207,1.78262,1.68011
-0.760431,-0.448189,-0.469969,0.457999,1.79861,1.6927
-0.76042,-0.448142,-0.470032,0.493789,1.76414,1.66767
-0.760459,-0.448266,-0.469851,0.633156,1.56172,1.63521
-0.760557,-0.448197,-0.469757,0.618611,1.57896,1.6423
-0.76034,-0.448294,-0.470017,0.236494,1.69431,2.15064
