Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2
0,0,-1,-6.32695,-11.6906,-0.0311839
0,0,-1,-6.38497,-11.354,-0.0311839
0,0,-1,-7.64799,-13.9193,-0.0311839
0,0,-1,-7.22694,-13.8436,-0.0311839
-0.0380495,-0.123202,-0.991652,-7.39858,-14.2294,-0.0311839
0,0,-1,-10.302,0.158006,-0.0311839
0,0,-1,-10.6745,-0.0138264,-0.0311839
0,0,-1,-10.5899,0.385192,-0.0311839
0,0,-1,5.88278,3.58272,-0.0311839
0,0,-1,6.2667,3.45214,-0.0311839
0,0,-1,5.95525,3.16461,-0.0311839
0,0,-1,14.1508,-7.57344,-0.0311839
0,0,-1,9.55248,5.54786,-0.0311839
0,0,-1,9.7016,5.96,-0.0311839
0,0,-1,9.98347,5.62714,-0.0311839
0,0,-1,1.93854,-5.62923,-0.0311839
0,0,-1,2.39392,-5.55189,-0.0311839
0,0,-1,2.21739,-5.98731,-0.0311839
0,0,-1,0.980949,-17.1593,-0.0311839
0,0,-1,0.554984,-17.2197,-0.0311839
0,0,-1,0.819657,-16.8673,-0.0311839
-0.423129,-0.423043,0.801247,-10.676,-1.38669,42.825
-0.531398,-0.295366,0.793961,-10.9095,-1.06851,42.8534
-0.486546,-0.373279,0.789896,-11.0446,-1.36298,42.6374
-0.149472,-0.682568,0.715374,-19.6345,-14.9114,36.1419
-0.18534,-0.660208,0.727857,-19.7645,-14.5528,36.4571
-0.224899,-0.662173,0.714806,-20.0436,-14.8106,36.1541
0.830257,0.528957,-0.175722,-11.5187,-1.02484,34.899
0.777353,0.628884,-0.0150807,-11.7206,-0.75378,34.6541
0.712521,0.656157,-0.24854,-11.7102,-0.721019,35.0877
-0.217812,-0.975946,0.00934694,-7.14976,-14.8925,18.0405
0.0187635,0.933793,-0.35732,-9.09807,6.49297,14.9528
0.0459016,0.932428,-0.358429,-9.5086,6.50318,14.946
0.0297394,0.951677,-0.305657,-9.33488,6.61762,15.2651
0.471608,0.881483,0.0239494,9.52238,10.2152,12.9953
0.466171,0.884616,-0.0118111,9.46045,10.2514,12.5463
0.456234,0.889539,0.0239135,9.21704,10.3782,12.8542
0.755562,0.25629,-0.602862,23.843,-2.20896,4.26028
0.736175,0.213204,-0.642332,23.7371,-2.54181,4.03245
0.716081,0.252673,-0.65068,23.5461,-2.19127,3.94126
-0.198788,-0.567656,0.798905,-13.7369,-14.2751,2.77932
-0.352688,-0.558772,0.75059,-14.1394,-14.2566,2.66792
-0.29275,-0.638721,0.711571,-13.9837,-14.5425,2.5041
0.690001,0.648868,-0.320733,17.6377,2.24056,6.27814
0.745433,0.523079,-0.413181,17.7466,2.36811,6.618
0.613691,0.76258,-0.204583,17.9565,2.02092,6.48055
0.4675,0.883986,-0.00369795,18.3449,1.82808,6.31691
0.610047,0.774391,-0.167814,18.2305,1.88838,6.76067
0.328499,-0.920024,-0.213646,9.85699,-15.4579,2.56141
0.218692,-0.957012,-0.190533,9.52203,-15.4619,2.31622
0.249001,-0.964472,-0.0882722,9.93072,-15.3341,2.16687
0.0627433,0.944483,-0.322515,1.12378,11.2209,7.19512
0.0607849,0.940702,-0.333744,1.00952,11.0942,6.80973
0.0174443,0.950152,-0.311299,0.720905,11.2175,7.11239
0.362114,-0.922124,-0.136235,12.1983,-16.4671,6.86783
0.258672,-0.959505,-0.111531,11.8474,-16.5772,6.9354
0.276896,-0.940931,-0.194877,11.905,-16.5175,6.59746
0.440063,-0.845684,-0.301931,12.2925,-16.3415,6.43685
-0.285734,0.873564,0.394008,-8.32916,3.39451,3.78948
-0.386042,0.726436,0.568561,-8.60941,3.51484,3.49896
-0.295955,0.914884,0.274586,-8.72501,3.26653,3.82066
0.220499,-0.958107,-0.182788,20.4833,-11.0739,5.12082
0.217079,-0.97345,-0.072602,20.6109,-11.0749,5.58659
0.0673593,-0.996141,-0.056266,20.1425,-11.1165,5.41071
-0.819094,0.465493,-0.335263,-5.54958,5.60352,9.93982
-0.726105,0.601253,-0.333566,-5.84421,5.35022,10.2177
-0.816223,0.459785,-0.349826,-5.63478,5.77995,10.3331
0.726473,0.683419,-0.0719455,16.3258,5.98005,13.4339
0.73218,0.675396,-0.0880432,16.5353,5.79695,13.7206
0.739367,0.668966,-0.0762969,16.6011,5.67805,13.3526
-0.483394,0.030447,-0.874873,-17.6874,-3.72335,8.34082
-0.534847,0.0238528,-0.844612,-18.0035,-3.93775,8.51085
-0.536579,0.0668551,-0.841198,-17.9773,-3.50764,8.50857
-0.615495,0.0452328,-0.786842,-18.2755,-3.71403,8.70927
-0.890492,0.346501,-0.294892,-5.6915,6.53126,11.4158
-0.904517,0.308916,-0.293974,-5.49664,6.88096,11.2402
0.0330344,0.90631,-0.42132,-10.4045,5.94119,13.5168
0.00109078,0.916932,-0.399041,-9.95452,5.97089,13.6236
-0.0180002,0.910624,-0.412844,-10.0964,5.79792,13.2375
0.993903,0.0931576,0.0589764,21.0352,-2.55879,14.9031
0.996162,0.0560432,0.0672332,21.0284,-2.8465,15.2393
0.996401,0.0521473,0.0668304,21.0612,-2.95216,14.8243
0.597866,-0.607413,0.523073,20.9905,-7.96669,11.1524
0.655379,-0.634819,0.409248,20.7505,-8.34916,10.9542
0.258453,-0.624464,0.737053,21.1444,-8.13133,10.8374
-0.553599,-0.79412,-0.250803,-0.821552,-18.0567,10.9589
-0.594701,-0.766628,-0.2421,-1.14411,-17.8093,10.9339
-0.568894,-0.78307,-0.251318,-0.916968,-17.8834,10.6052
-0.332992,-0.427759,-0.840321,-13.0548,-9.95735,8.25684
-0.434054,-0.413824,-0.800217,-12.8418,-9.65714,8.04367
-0.442606,-0.449252,-0.776062,-12.6841,-10.0523,8.15764
-0.571917,-0.423642,-0.702452,-12.4781,-9.80379,7.87027
0.262503,-0.963831,0.0460665,-9.62628,-14.8925,18.5784
0.279829,-0.959542,0.0312382,-9.86003,-14.9505,18.8996
0.273854,-0.960975,0.0391289,-10.0264,-15.0104,18.509
0.83086,0.238603,0.502733,18.465,-0.864692,23.4929
0.828058,0.275401,0.488338,18.4927,-0.448415,23.2311
0.821187,0.267221,0.504226,18.2544,-0.53928,23.6807
0.583073,-0.759592,0.288175,15.9211,-14.3703,19.1227
0.562188,-0.776936,0.283401,15.5444,-14.625,19.1841
0.569578,-0.778431,0.263868,15.7733,-14.5906,18.7928
-0.0410002,0.862115,0.505051,-6.84232,5.48298,25.0545
-0.0345186,0.879044,0.47549,-6.86772,5.67632,24.6976
-0.0597311,0.868994,0.491204,-7.21456,5.56176,24.8662
-0.671314,-0.712915,0.202704,-20.6457,-11.8923,21.3037
-0.672932,-0.714663,0.19084,-20.3712,-12.0795,21.5702
-0.676601,-0.709762,0.196084,-20.633,-11.7934,21.708
0.031763,0.592276,0.805109,-10.4866,1.7177,29.7517
0.0898496,0.585754,0.805493,-10.6121,1.37745,30.0164
0.081512,0.558445,0.825527,-10.2291,1.42174,29.9342
0.697617,-0.661208,-0.275924,-16.7235,-17.3334,27.2717
0.661422,-0.743249,-0.100507,-16.834,-17.5138,27.627
0.591647,-0.761957,-0.263392,-17.009,-17.6191,27.2446
0.149027,0.600504,0.785612,-5.72402,3.07029,27.5335
0.262178,0.631559,0.729655,-5.86531,2.7938,27.8175
0.113273,0.594474,0.796097,-5.47974,2.79122,27.699
-0.602975,-0.129459,-0.787186,-22.6463,-9.99774,24.8781
-0.658508,-0.27718,-0.699671,-22.386,-9.86065,24.585
-0.592497,-0.0596514,-0.803361,-22.384,-10.2701,24.6861
0.853945,-0.492404,0.168276,-10.2219,-9.62295,29.455
0.86895,-0.457228,0.189389,-10.0921,-9.25265,29.7742
0.875808,-0.449687,0.175334,-10.3096,-9.59739,30.006
-0.344207,-0.70227,-0.623168,-20.2485,-16.6487,25.8198
0.785691,-0.555975,0.271258,-16.6817,-15.3901,32.0716
0.790481,-0.579257,0.198997,-16.8086,-15.3879,32.5438
0.785903,-0.566448,0.247977,-16.9389,-15.6882,32.2178
0.266372,0.433036,-0.861119,-9.68893,0.0334773,36.7805
0.0730629,0.650934,-0.755611,-9.88289,0.421336,36.9469
0.204632,0.520223,-0.829152,-9.4716,0.384333,37.0229
-0.495839,-0.840301,-0.219178,-20.4077,-17.5776,27.5503
-0.410664,-0.847406,-0.336538,-20.1343,-17.6375,27.2281
-0.429696,-0.868285,-0.247875,-20.0487,-17.794,27.6013
0.964918,0.0748321,-0.251662,-10.8486,-3.13514,35.3204
0.897556,-0.127864,-0.421953,-10.7215,-3.14346,35.6403
0.968601,-0.172065,-0.179457,-10.7876,-3.44772,35.5287
-0.278335,-0.653421,0.703968,-20.3394,-14.9863,35.8749
-0.189095,-0.679732,0.708666,-19.9379,-15.1248,35.8792
-0.209916,-0.687419,0.695263,-11.9038,-3.03075,41.0377
-0.355099,-0.573423,0.738302,-12.265,-2.86749,41.0074
-0.223971,-0.670593,0.707207,-12.1585,-3.22027,40.7694
-0.0953283,-0.75148,0.652832,-11.7613,-3.27319,40.7675
-0.263077,-0.636444,0.725072,-20.1556,-14.5397,36.3555
-0.309133,-0.637182,0.706,-20.4125,-14.6622,36.1328
-0.159319,0.807595,-0.56781,-1.57128,5.43154,42.9475
-0.194967,0.791289,-0.579526,-1.1763,5.59664,43.0539
-0.158509,0.780372,-0.604892,-1.22128,5.34672,42.7347
0.517306,-0.122177,0.847035,-13.094,-7.30374,39.1171
0.460916,-0.0753038,0.884243,-13.172,-6.93224,39.1856
0.917195,-0.387845,0.091269,-11.4117,-4.97457,37.1409
0.943895,-0.319633,0.0830423,-11.5779,-5.43226,37.1528
0.936982,-0.342076,0.0710602,-11.4743,-5.23972,36.7801
-0.165098,0.12576,0.978226,-18.3397,17.7391,47.7492
0.0812311,-0.0041892,0.996686,-17.9014,17.5809,47.8328
0.0312395,0.211087,0.976968,-17.9853,17.9577,47.7541
0.57243,-0.796567,0.194433,-8.38743,-1.73054,41.1361
0.479327,-0.795594,0.370508,-8.39679,-1.9079,40.769
0.426431,-0.805568,0.41136,-8.06787,-1.68373,40.8929
-0.433072,0.699118,0.56893,-18.1414,18.2535,47.2537
-0.586609,0.676184,0.445718,-18.3536,17.9694,47.5162
-0.128331,0.776567,-0.616827,-1.26357,5.07411,42.4009
-0.129235,0.79426,-0.593674,-1.62045,5.19405,42.6193
0.686659,0.392994,0.611601,1.55402,8.26618,47.6097
0.442791,0.73582,0.512352,1.37497,8.51403,47.456
0.391269,0.567337,0.724595,1.23927,8.3342,47.7205
0.762056,-0.531964,0.369167,1.8867,6.11428,44.3859
0.612553,-0.671477,0.41701,1.60498,6.05643,44.722
0.611673,-0.629068,0.479719,1.58987,5.82202,44.3677
0.758686,-0.60322,-0.246012,-3.31581,2.65954,46.3178
0.745582,-0.63563,-0.200207,-3.5363,2.33865,46.4209
0.760138,-0.604329,-0.238698,-3.54875,2.48977,46.013
0.786556,-0.617217,-0.0193143,-1.79579,3.92339,48.1356
0.764564,-0.620699,0.173708,-1.89748,3.91623,48.5576
0.736334,-0.674526,-0.0531694,-2.05577,3.58271,48.1629
-0.326273,-0.0926042,0.940729,-3.94455,3.16191,47.8336
0.133653,-0.370818,0.919038,-3.76146,2.77839,47.7646
0.0130372,-0.460458,0.887586,-3.56802,3.16956,47.8523
-0.40468,0.900866,0.15708,-18.3069,4.6876,19.4319
-0.428726,0.881536,0.197708,-18.322,4.60179,19.8232
-0.382979,0.910719,0.154653,-17.9288,4.80678,19.6642
0.543752,-0.817616,0.189308,-15.8667,-13.4088,36.2309
0.58517,-0.805157,0.0964264,-15.8845,-13.474,35.8374
0.584737,-0.806884,0.0837941,-15.5917,-13.2617,36.0108
0.413927,0.00271364,0.910306,-16.5946,-0.685483,39.3067
0.51994,0.0298329,0.853682,-16.4922,-0.290097,39.2608
0.463364,-0.0869307,0.881894,-16.9044,-0.348749,39.4399
-0.724577,0.402389,0.559527,-9.43385,1.35736,43.9359
-0.673413,0.440948,0.593364,-9.72631,1.10576,43.7937
-0.692863,0.322924,0.644718,-9.49079,1.0179,44.123
-0.220328,-0.631815,0.743145,-7.4251,-0.0907618,45.0841
-0.187339,-0.685018,0.704027,-7.63613,-0.290234,44.8321
-0.049973,-0.800358,0.597437,-7.25699,-0.356224,44.8684
0.760841,-0.606764,0.230129,0.912378,7.09753,47.9885
0.779681,-0.59948,0.180893,0.717095,6.97875,48.395
0.745721,-0.638307,0.190958,0.631456,6.76985,48.0498
-0.0877039,0.664793,0.741862,0.152748,7.96315,48.9679
-0.0890374,0.53489,0.840217,0.407966,7.60439,49.2278
0.0188106,0.823634,0.566809,0.576402,7.98126,49.0056
0.445136,0.253578,0.858808,0.739275,7.50019,49.0632
0.0525362,-0.962152,0.267403,-2.12262,-18.1771,1.93924
0.182283,-0.965777,0.184521,-1.79265,-18.1286,1.84249
0.048396,-0.933999,0.353982,-1.95868,-18.0684,2.23842
0,0,-1,2.67015,7.19964,-0.0311839
0,0,-1,2.26264,7.34201,-0.0311839
0,0,-1,-10.3235,-12.1833,-0.0311839
0,0,-1,-9.91538,-12.3666,-0.0311839
0,0,-1,-10.2872,-12.6238,-0.0311839
0,0,-1,6.9336,-6.23419,-0.0311839
0,0,-1,7.31858,-6.09811,-0.0311839
0,0,-1,7.39041,-5.67769,-0.0311839
0,0,-1,1.88304,-4.84373,-0.0311839
0,0,-1,1.69326,-5.25447,-0.0311839
0,0,-1,1.44432,-4.89367,-0.0311839
0,0,-1,1.25843,-5.28726,-0.0311839
0,0,-1,2.52269,-6.30879,-0.0311839
0,0,-1,2.66608,-5.8843,-0.0311839
0,0,-1,8.76226,-3.60684,-0.0311839
0,0,-1,8.34973,-3.59108,-0.0311839
0,0,-1,8.56215,-3.23324,-0.0311839
0,0,-1,-6.90951,-9.84831,-0.0311839
0,0,-1,-7.27506,-10.1498,-0.0311839
0,0,-1,-7.37917,-9.77164,-0.0311839
0,0,-1,6.71411,-3.37405,-0.0311839
0,0,-1,-7.00448,-2.53782,-0.0311839
0,0,-1,-6.70073,-2.18685,-0.0311839
0,0,-1,-6.54867,-2.62683,-0.0311839
0,0,-1,1.69495,6.4253,-0.0311839
0,0,-1,1.60482,6.82762,-0.0311839
0,0,-1,-11.2533,0.532595,-0.0311839
0,0,-1,-10.9678,0.254631,-0.0311839
0,0,-1,-11.3623,0.133897,-0.0311839
0,0,-1,2.06078,4.12993,-0.0311839
0,0,-1,1.61664,4.19359,-0.0311839
0,0,-1,1.90025,4.53927,-0.0311839
0,0,-1,-2.53021,5.69163,-0.0311839
0,0,-1,-2.32728,6.06989,-0.0311839
0,0,-1,-2.09246,5.71398,-0.0311839
0,0,-1,2.28189,-9.72368,-0.0311839
0,0,-1,2.70546,-9.66415,-0.0311839
0,0,-1,2.52013,-10.0645,-0.0311839
0,0,-1,-11.9049,-0.37131,-0.0311839
0,0,-1,-12.3112,-0.465008,-0.0311839
0,0,-1,-12.1802,-0.0623036,-0.0311839
0,0,-1,-7.57085,7.24483,-0.0311839
0,0,-1,-7.66019,6.79221,-0.0311839
0,0,-1,-7.97862,7.03866,-0.0311839
0,0,-1,7.3717,3.56321,-0.0311839
0,0,-1,7.16444,3.95617,-0.0311839
0,0,-1,7.57532,3.99235,-0.0311839
-0.00132717,-0.797667,-0.603097,-12.4429,-15.8646,0.424947
-0.0213737,-0.833144,-0.552642,-12.2632,-15.5408,-0.0311839
0.0470144,-0.859705,-0.508623,-12.0356,-15.8152,0.424026
0,0,-1,-12.8738,-4.1469,-0.0311839
0,0,-1,-12.5094,-3.97422,-0.0311839
0,0,-1,-12.5468,-4.40563,-0.0311839
0,0,-1,16.1014,-3.1162,-0.0311839
0,0,-1,16.5434,-3.18505,-0.0311839
0.228891,-0.62391,-0.747225,10.0522,-15.0818,0.26769
0.259983,-0.594694,-0.760755,10.1509,-14.6649,-0.0311839
0.339534,-0.74671,-0.571962,10.4702,-14.9011,0.259927
0,0,-1,-5.34787,-6.82294,-0.0311839
0,0,-1,-4.96367,-6.65856,-0.0311839
0,0,-1,-5.00958,-7.07992,-0.0311839
0,0,-1,-12.7093,-0.579044,-0.0311839
0,0,-1,-13.0176,-0.291184,-0.0311839
0,0,-1,-12.5984,-0.164561,-0.0311839
0,0,-1,3.29733,-2.76137,-0.0311839
0,0,-1,2.93182,-2.43928,-0.0311839
0,0,-1,3.35071,-2.27873,-0.0311839
0,0,-1,10.8394,-0.212307,-0.0311839
0,0,-1,10.4225,-0.150541,-0.0311839
0,0,-1,10.6865,0.178706,-0.0311839
0,0,-1,6.0175,-10.3875,-0.0311839
0,0,-1,-4.11806,-6.29591,-0.0311839
0,0,-1,-3.70722,-6.19941,-0.0311839
0,0,-1,-3.80567,-6.63494,-0.0311839
0,0,-1,-2.77314,6.04451,-0.0311839
0,0,-1,-6.98422,-14.157,-0.0311839
0,0,-1,-3.68027,-15.5952,-0.0311839
0,0,-1,-3.39983,-15.2526,-0.0311839
0,0,-1,-3.20362,-15.652,-0.0311839
0,0,-1,-6.8712,-8.01107,-0.0311839
0,0,-1,-6.53323,-7.7724,-0.0311839
0,0,-1,-6.49488,-8.17517,-0.0311839
0,0,-1,15.0464,-7.7452,-0.0311839
0,0,-1,14.8633,-7.3312,-0.0311839
0.169672,-0.18614,-0.967762,14.8091,-8.5176,-0.0311839
0.00303947,-0.0132986,-0.999907,14.3754,-8.42484,-0.0311839
0,0,-1,-15.3,-3.55781,-0.0311839
0,0,-1,-14.9949,-3.26251,-0.0311839
0,0,-1,-14.8917,-3.681,-0.0311839
0,0,-1,-13.5357,-8.95732,-0.0311839
0,0,-1,-13.1504,-8.82326,-0.0311839
0,0,-1,-13.1914,-9.27464,-0.0311839
0,0,-1,9.63952,-6.1539,-0.0311839
0,0,-1,9.98259,-6.41689,-0.0311839
0,0,-1,-14.7918,-4.09246,-0.0311839
0,0,-1,-15.204,-3.96993,-0.0311839
0,0,-1,-10.7906,-6.95819,-0.0311839
0,0,-1,-11.0456,-7.37674,-0.0311839
