Points_0,Points_1,Points_2
-19.4953,16.4818,46.2889
-22.3015,-9.36845,38.5057
-21.5071,-8.93559,38.9423
-22.5447,-8.35151,38.6503
-19.6356,4.28786,38.5492
-19.6293,4.98277,37.5375
-19.8183,3.86532,37.6134
-21.6347,-10.114,38.5515
-15.954,-13.2,37.0633
-14.9458,-12.631,37.0997
-15.7347,-12.5072,38.007
-17.5674,-3.46547,39.6611
-18.5248,-3.23666,39.6721
-18.203,-4.31514,39.7335
-11.227,-3.48795,40.5918
-11.3174,-3.96787,39.5473
-0.789295,3.87709,41.2654
-0.164456,4.50417,41.6806
-2.26839,1.68,42.0534
-3.42169,1.29959,42.0842
-2.7507,0.815931,41.5708
-5.01848,-0.737173,39.9286
-5.974,-1.23302,39.6155
0.949621,4.38529,41.9463
-1.86551,3.94847,41.1556
-3.02261,4.00911,41.1071
-20.8891,-4.64018,39.397
-21.9117,-4.74882,39.136
-21.0822,-5.46239,39.3804
-12.2472,-0.271105,41.5555
-12.639,-1.34932,41.4694
-11.9421,-0.968299,42.0924
-15.3147,18.3721,45.9068
-15.3447,17.4233,45.3115
-14.9926,18.5177,44.9189
-17.003,13.5148,45.1914
-16.8991,12.2889,44.7001
-16.428,13.4208,44.6451
-15.8784,17.3943,46.2328
-18.3146,13.7323,40.6303
-18.4384,13.1047,39.5278
-18.5202,12.7383,40.5505
-19.3979,7.02029,38.4465
-19.6814,6.06003,37.9283
-19.4372,6.37505,39.0407
-24.2805,-9.42843,36.9062
-24.427,-9.92963,36.0417
-23.9095,-10.4081,36.7779
-20.3625,10.0017,42.3496
-20.4757,8.80805,42.7498
-20.5111,9.84872,43.3712
-17.5607,7.27151,43.4981
-16.7638,6.79854,42.8015
-16.7237,7.86038,43.204
-19.4552,-6.2075,39.6684
-19.9684,-5.1033,39.5963
-20.4358,-6.24331,39.5155
-23.7403,-11.8126,35.8832
-23.0391,-12.2805,36.4146
-23.5025,-11.3428,36.6149
-19.8283,-9.17179,39.3783
-20.6631,-8.36515,39.2961
-20.7422,-9.55816,39.0549
-20.1993,-13.2248,37.4401
-18.973,-13.5409,37.4794
-19.6592,-12.7395,37.9301
-14.7659,-12.0093,38.0868
-15.613,-11.4476,38.7029
-6.54357,-1.02712,38.7163
-7.20208,-0.883647,37.9683
-6.37885,-0.0130706,38.2356
-7.48879,-1.73864,38.5294
-4.9838,4.65541,42.5145
-5.90198,4.27128,41.9813
-5.84216,4.5934,42.9573
-7.41946,2.3435,39.0576
-6.44467,2.68163,39.4625
-6.66827,1.85365,38.6263
-3.6995,4.41483,41.6959
-14.6125,-1.62315,39.4944
-14.8149,-2.61711,39.5376
-14.0915,-2.2314,40.0384
-13.3615,-1.77168,40.7793
-13.8619,-1.17612,40.0244
-16.3189,-6.26409,39.7724
-16.8865,-5.50397,39.764
-17.4024,-6.4415,39.7972
-11.2659,1.20343,39.2319
-12.2423,0.641336,39.1231
-11.5771,1.08531,40.1097
-10.1974,0.649104,43.6185
-10.272,1.31815,42.9062
-10.9006,0.485226,42.8912
-15.2858,12.6356,40.9181
-15.1996,11.5696,40.5645
-20.4781,8.96176,41.8293
-20.5562,7.96033,41.8991
-18.86,10.5559,40.1629
-18.7377,11.2537,39.4628
-18.9325,10.2026,39.1052
-19.5353,10.3752,41.7693
-19.8076,9.45695,41.4663
-20.1187,7.76604,42.8899
-18.6434,-12.698,38.0971
-17.8262,-13.3461,37.6418
-17.5823,-12.479,38.2598
-20.267,-0.0869264,38.6829
-20.7992,-0.26418,37.9033
-20.9629,-1.06704,38.5631
-19.1186,8.53588,39.5157
-19.2705,7.47138,39.2956
-19.53,7.9178,40.2933
-21.7358,-1.92911,38.4617
-22.4713,-1.98093,37.71
-22.4486,-2.82209,38.363
-22.7197,-11.6629,37.1821
-23.5608,-15.553,31.9274
-23.0069,-16.4394,31.4569
-22.8347,-16.1136,32.4935
-21.7899,-13.571,36.4046
-20.7654,-13.8866,36.6826
-21.294,-12.9497,37.2005
-17.9842,-14.1102,36.9654
-16.9456,-13.8258,37.0181
-19.7969,-13.9867,36.9525
-19.0961,-14.4121,36.7448
-9.61489,-0.138323,44.0474
-10.5253,-0.486722,43.3178
-9.50243,-1.10416,43.5945
-10.0973,-3.58501,38.0813
-10.7076,-4.01803,37.4975
-0.619729,1.79699,41.2519
-1.35847,2.26124,40.4897
-13.337,-2.76116,40.5142
-14.1221,-0.63604,39.0357
-16.6086,-3.56076,39.5763
-16.9037,-2.79589,39.5215
-13.2977,-0.312391,39.8817
-12.5291,0.391201,39.8725
-13.2083,0.0246603,38.9673
-15.7119,11.9992,43.2409
-16.1225,12.6214,44.0263
-16.2957,11.6476,43.9408
-15.1337,11.716,41.5976
-15.2235,12.7455,41.8773
-14.9519,19.693,44.3678
-19.0003,9.48605,39.8483
-19.117,9.90475,40.8575
-18.9394,10.984,41.0968
-19.1059,9.18854,38.8293
-20.2656,5.78886,41.4607
-19.7467,4.88203,41.8309
-19.6639,5.85893,42.4041
-20.1478,3.78299,39.2448
-19.8764,2.99645,38.5418
-20.1387,2.72299,39.5349
-22.7097,-13.2214,35.9404
-22.2593,-12.6473,36.8264
-14.8638,-7.93333,39.6055
-15.5953,-7.09125,39.7464
-15.9346,-8.04534,39.7045
-7.64846,3.32353,40.8733
-6.74597,3.83309,41.4262
-6.73093,3.33685,40.3928
-18.7609,6.1053,42.9763
-19.0324,5.11597,42.4047
-11.1591,-1.25087,42.6422
-10.2296,-1.54985,42.9765
-19.0686,4.03733,41.8462
-19.1001,2.97923,41.2814
-18.2499,3.38898,41.708
-10.3911,0.78918,37.4335
-9.84149,1.36023,38.2092
-9.31652,0.916986,37.4199
-10.8908,1.15214,42.0692
-11.0116,1.35217,41.1292
-11.552,0.568981,41.8035
-16.9952,14.0825,38.3748
-17.7527,14.7428,38.4151
-15.2224,8.32837,38.9259
-15.2869,7.25876,38.4436
-15.5848,8.24356,37.8991
-18.9023,11.1106,38.5212
-19.1044,10.0112,38.1487
-18.7757,10.7768,37.5631
-17.9168,10.336,37.1284
-18.6876,9.76278,37.308
-18.8067,4.23036,36.1342
-18.2131,4.7864,35.7995
-18.3396,3.49033,35.5159
-24.729,-8.91982,36.1078
-24.6029,-8.43131,37.0486
-17.8457,-9.55529,39.5236
-16.6364,-10.0081,39.3883
-17.0963,-9.13217,39.5881
-24.5827,-6.52128,37.8322
-23.799,-6.90125,38.2779
-23.7948,-5.73883,38.4009
-20.1689,6.82748,42.3028
-17.6505,-2.20994,39.6174
-20.077,-1.10137,39.2011
-16.6158,-1.95815,39.3941
-16.2591,-1.01277,39.164
-17.1935,-1.03734,39.522
-23.5381,-7.99618,38.2121
-24.4995,-7.62877,37.5755
-24.0054,-8.68724,37.6358
-23.7651,-15.7819,30.9643
-24.3835,-14.9647,30.444
-23.9578,-15.8605,30.0127
-24.5675,-15.022,29.5453
-16.0176,-13.7969,34.2997
-15.5481,-13.1515,33.3861
-15.5007,-13.0434,34.4214
-12.9323,-10.1322,36.9794
-12.5091,-9.14349,36.8559
-12.8137,-9.46516,37.8769
-13.7197,-9.18212,39.1479
-13.2842,-9.76556,38.6926
-12.8677,-8.60051,38.7174
-13.8879,-11.4717,35.9904
-14.3029,-11.829,34.9893
-13.4992,-11.0069,35.0804
-12.2516,-8.12631,36.5044
-12.1114,-8.14619,35.3387
-12.0096,-7.40573,35.8709
-12.061,-6.51636,38.1268
-12.1224,-7.45473,37.4678
-11.8566,-6.48718,37.2635
-12.2133,-4.6845,39.1379
-11.6089,-4.44966,38.7287
-8.97926,-2.35831,37.4048
-9.88251,-3.14956,37.1821
-9.55204,-2.29539,36.6278
-5.93706,3.29193,40.18
-5.31019,2.79013,39.6597
-7.56349,2.88795,39.8778
-16.678,4.76597,41.7438
-16.0187,5.48167,41.3054
-16.6959,5.80908,42.2962
-13.8456,-0.118365,37.9699
-14.9484,0.363159,37.5473
-14.8528,-0.35781,38.3143
-8.79955,1.47597,38.0426
-8.21684,0.741549,37.5557
-16.0435,6.50551,41.8749
-15.4878,6.49653,41.0297
-15.4971,7.44834,41.5031
-15.0587,8.46418,40.0002
-15.1101,7.36574,39.4865
-16.4382,11.164,37.8977
-16.415,12.1624,38.3185
-15.8373,11.2901,38.7306
-16.2849,14.2443,39.1795
-15.9216,13.1554,39.4149
-16.4435,13.1632,38.6763
-18.0088,8.00725,36.7263
-18.6573,8.74968,37.1476
-17.8333,9.19771,36.9043
-20.708,10.7994,43.1656
-23.7414,-3.51023,36.7332
-24.1385,-4.31959,36.1247
-24.3474,-4.40221,37.1813
-22.2053,-5.65494,39.0744
-22.9977,-6.17557,38.7579
-22.0534,-6.79085,39.0681
-21.2856,-3.74962,39.2177
-21.5502,-2.84329,38.8864
-22.2986,-3.78877,38.7809
-19.3492,4.17083,36.8203
-20.8572,-1.98788,38.9762
-25.9368,-6.98985,28.6933
-25.7686,-7.69992,27.8028
-25.9038,-8.00045,28.9176
-25.3416,-4.17677,27.3668
-25.2548,-4.781,26.3778
-25.6172,-5.25733,27.4595
-25.2049,-14.1311,27.9455
-24.7193,-15.0873,28.5403
-25.0175,-14.3008,29.0685
-23.3881,-16.4093,29.2702
-23.0941,-16.6167,30.4029
-23.6533,-14.3919,33.3577
-23.9537,-14.5783,32.3869
-23.313,-15.2875,32.9135
-20.082,-14.7329,36.2197
-19.1266,-15.1806,35.9886
-13.1567,-10.6533,36.0583
-13.5519,-11.0459,36.9449
-11.6603,-5.56431,37.5383
-15.494,-10.2518,39.2274
-14.6992,-11.0967,38.7938
-14.407,-10.071,39.1318
-9.23884,-2.9662,38.155
-10.8198,-2.74423,34.1381
-10.8137,-3.80254,34.6836
-10.5347,-3.61697,33.6039
-15.5087,-1.85881,39.2759
-15.2076,-0.97367,38.9267
-11.4265,-0.261231,42.5466
-20.1827,4.7102,40.9315
-20.2864,4.41875,40.0613
-20.1177,3.61432,40.2685
-19.4905,6.86766,43.0347
-18.5226,7.02003,43.5092
-16.5811,3.81624,35.4638
-16.7646,2.79595,35.0035
-17.4795,3.68185,35.3129
-18.3028,5.90724,36.2134
-18.9222,5.0749,36.5059
-19.1297,5.96009,37.0957
-23.9996,-3.46992,33.4985
-23.6498,-3.61923,34.5749
-23.4736,-2.63265,34.0907
-23.1099,-2.77307,36.2245
-22.5512,-1.84003,35.7982
-23.152,-2.69323,35.1228
-24.8295,-4.13633,32.0259
-24.8678,-3.388,31.3326
-25.1859,-4.32759,31.0559
-25.2132,-13.4514,28.9974
-25.1104,-12.7789,29.9856
-25.2918,-12.4459,28.9874
-24.0453,-15.8443,28.9237
-24.1447,-15.7036,28.0329
-21.9839,-16.5703,32.9967
-21.1785,-16.8099,33.4074
-21.5595,-16.149,34.0033
-20.8248,-16.8313,26.4597
-19.8618,-17.2563,26.2599
-20.3227,-17.556,27.2183
-16.133,-14.3634,32.4825
-16.0519,-14.0089,33.2713
-16.6289,-14.9799,33.1054
-18.2172,-14.7491,36.3035
-18.0314,-15.2341,35.5412
-14.2502,-11.8575,33.6913
-13.2589,-11.3332,33.2871
-13.7825,-11.3327,34.2165
-11.8244,-10.4415,32.504
-12.4673,-10.3934,33.375
-12.5693,-11.1336,32.6339
-12.203,-8.90913,34.7642
-12.3433,-9.75658,34.1175
-11.7856,-8.74617,33.7753
-12.0311,-5.50494,38.5126
-11.7807,0.674144,38.3138
-10.7675,1.09816,38.3359
-11.2873,0.549076,37.5275
-15.4663,2.4579,38.1271
-15.3022,3.54746,38.4989
-15.6212,3.04925,39.13
-17.7604,2.6276,35.0125
-18.5541,2.38586,35.4198
-20.2686,0.806136,38.1795
-20.0833,1.95236,37.9767
-20.3466,1.23895,37.2195
-23.5654,-3.55107,35.6615
-23.7493,-3.72727,37.6576
-23.2042,-2.87446,37.4428
-22.7155,-2.1928,36.7861
-25.6038,-7.27961,30.8882
-25.8647,-7.45515,29.8208
-25.5739,-8.31254,30.7002
-25.4692,-5.39191,30.7655
-25.3798,-6.18331,31.3318
-25.1517,-5.23545,31.6836
-24.128,-13.1525,25.4374
-24.6569,-13.8758,26.0294
-24.9577,-12.7483,26.1679
-19.8214,-18.0416,28.0738
-19.3026,-17.9562,27.1446
-21.9926,-15.4407,25.1687
-21.656,-14.5944,24.6418
-20.8933,-15.598,24.8633
-22.1679,-17.4219,30.0709
-21.1568,-17.8325,29.4661
-21.4197,-17.8629,30.5648
-15.7992,-15.0216,30.7631
-15.7435,-15.6181,29.8876
-15.1088,-14.5961,29.9824
-12.4131,-8.9759,35.7658
-12.9711,-10.6044,34.1715
-11.541,-0.95753,33.8566
-12.1074,-0.299384,34.2495
-11.5543,-0.949762,34.9174
-13.0693,0.785888,33.3764
-13.8709,1.39648,33.0894
-13.7051,1.10148,34.1752
-10.3184,-4.46988,32.9669
-10.2686,-3.39377,32.6362
-15.2485,4.36193,38.145
-15.2684,3.35159,37.5165
-15.4419,4.26354,37.0957
-20.3703,5.40302,40.3454
-20.4083,6.34969,40.5276
-19.8931,5.90284,39.6503
-22.9262,-4.9236,38.7687
-23.1351,-3.8047,38.299
-22.1467,-0.217023,33.3598
-22.5858,-0.96872,34.0049
-21.8062,-0.249357,34.2668
-24.5566,-5.34038,33.1994
-24.4315,-4.20742,32.9467
-24.7772,-4.98863,32.4796
-22.2279,-16.904,32.0341
-23.8372,-15.8889,27.2341
-24.6853,-15.1032,27.5253
-23.3785,-16.3912,27.9855
-17.1256,-17.7181,27.1406
-16.9108,-16.8129,26.2986
-16.3693,-16.9762,27.2915
-15.7893,-16.09,27.49
-16.1346,-16.0542,26.6635
-13.8977,-12.2316,32.6949
-13.4534,-12.4841,31.6138
-12.9906,-11.8079,32.2163
-15.4105,-13.5242,32.2484
-15.833,-13.4965,35.3053
-12.3651,-12.1468,26.9263
-11.5545,-11.719,27.5337
-12.0838,-12.3319,28.0306
-9.92137,-4.11163,32.1302
-9.70146,-3.24703,31.5462
-10.951,-1.76768,33.4827
-10.5809,-2.58762,33.1299
-19.9382,0.788205,39.248
-17.0892,7.6425,36.5017
-17.9002,7.05389,36.4075
-17.198,6.46596,36.1299
-17.3798,5.53441,35.8403
-20.7301,0.363396,37.1415
-21.5187,-0.520056,36.9859
-20.596,0.734861,36.3071
-23.6612,-0.808633,30.9864
-23.9252,-1.0455,29.9927
-24.2286,-1.79696,30.7083
-22.1928,-1.40003,36.7742
-24.9746,-6.06422,32.3105
-24.7161,-6.43257,33.3232
-25.2904,-13.5027,26.9458
-24.9053,-14.4459,26.7949
-23.0431,-8.74517,24.814
-22.7988,-9.9192,24.9847
-23.5187,-9.43383,25.3966
-23.4831,-15.754,26.1949
-23.1111,-15.1478,25.4616
-22.5434,-16.0345,25.8988
-22.3416,-17.1679,30.9956
-9.17526,-7.84292,29.4761
-8.68041,-8.61992,28.7489
-7.95418,-8.0509,29.1654
-5.32623,0.107495,29.2997
-6.0225,1.00309,29.1915
-6.3086,-0.0322126,29.7139
-9.04013,-5.99394,30.6246
-8.22685,-6.23202,30.1122
-8.24726,-5.12795,30.4708
-9.94072,-5.14114,32.2426
-9.49551,-5.53746,31.4414
-9.43058,-4.42909,31.4666
-23.3593,-0.222737,30.2241
-23.4453,-0.194195,29.3479
-25.4435,-9.81275,28.747
-25.2654,-10.7237,29.3737
-25.4437,-9.80011,29.8036
-11.9555,-12.0456,25.9477
-11.0539,-12.1497,25.6207
-11.5161,-11.609,26.4653
-11.2313,-7.74855,33.439
-10.7147,-6.70025,33.1075
-11.2515,-6.87626,34.0285
2.43927,-3.28292,31.0022
2.58859,-4.39023,31.0909
3.39858,-3.73216,31.1854
-2.47787,-0.0857679,29.1817
-2.25538,0.85619,28.8389
-3.23375,0.6802,28.8284
3.77997,1.47368,29.9706
4.1077,2.22098,29.5272
3.07201,2.1853,29.4427
7.98138,-0.530219,30.8176
9.05917,-0.846575,30.7125
8.40787,0.146779,30.5222
-24.1066,-1.28968,29.1267
-24.2539,-1.53284,28.1127
-24.6519,-2.38306,28.7446
-23.3344,-7.87725,24.7441
-22.7293,-8.16204,23.8663
-22.7145,-10.9366,24.8645
-22.0081,-10.2922,24.4342
-21.8154,-11.491,24.4014
-15.2529,-14.1767,31.0909
-15.9475,-14.5425,31.6736
-11.2007,-8.70757,32.8255
-10.6834,-7.79713,32.5299
-7.21064,-6.485,29.975
-8.15802,-7.22045,29.6217
-7.20795,-7.47724,29.5248
-0.56075,-6.36093,30.1673
-1.06492,-7.3402,29.7357
-0.0980518,-7.26223,30.1307
-0.361826,-2.25141,30.2568
-1.27587,-2.55945,30.0369
-0.51096,-3.32892,30.3326
-0.301057,0.452787,29.4176
-0.722943,-0.426163,29.6401
0.311591,-0.212363,29.8347
-3.49089,-6.91923,29.0725
-2.99925,-7.82354,28.84
-2.58922,-6.74751,29.3881
-2.63903,-3.91597,29.7428
-1.60429,-3.58764,30.0203
-2.39711,-2.85158,29.7239
4.44496,-6.7499,31.2484
3.34584,-6.59398,31.1204
3.85359,-7.6634,31.0282
10.0566,-6.8146,30.826
10.9135,-6.27749,30.5588
10.0493,-5.83509,30.9166
4.48967,-10.2799,30.0435
4.06339,-11.1151,29.425
5.20237,-10.9838,29.5925
3.32746,0.661505,30.2294
2.66026,1.30646,29.8165
9.11088,-3.09569,31.1954
9.10662,-1.98674,31.0151
8.13533,-2.4396,31.2565
8.1634,-3.51276,31.3742
8.43394,3.80221,28.1333
7.43766,4.02633,28.0048
7.96987,3.27066,28.647
-1.11281,-5.4671,30.1222
-0.231229,-4.55645,30.4611
-1.09151,-4.32169,30.2133
-2.92548,-4.97513,29.6441
-1.88502,-4.70656,29.9482
2.93001,-1.1113,30.7402
2.6339,-2.1245,30.9145
3.69498,-1.67821,31.0051
7.28829,2.61496,29.1901
6.48791,2.09649,29.6019
7.52379,1.82698,29.7365
0.827897,-4.88413,30.6852
1.85896,-5.19638,30.9366
1.59529,-4.14468,30.8871
6.02366,-1.17446,31.1025
5.15126,-0.28743,30.8216
4.84373,-1.2984,31.0641
-10.8055,-0.72622,32.0783
-11.1684,-0.863373,32.8837
-10.5827,-1.68832,32.4906
-8.8965,-4.71693,30.7905
-10.4579,-5.57063,33.0694
-15.304,2.28375,37.1505
-20.9606,1.03918,32.7215
-20.0909,1.52676,32.9611
-20.6174,1.43879,31.8424
-21.5661,1.02747,27.6738
-21.2025,0.835968,26.5669
-22.1071,0.368926,26.8865
-22.2134,-0.594333,25.253
-21.6684,0.218818,25.9081
-21.3873,0.0372988,24.9227
-23.1398,-7.15628,24.0009
-25.2698,-9.63562,27.6664
-25.2646,-10.6392,28.1377
-25.31,-8.71339,27.2496
-25.618,-8.75449,28.1304
-22.6582,-14.5282,24.9396
-21.7226,-17.044,28.1504
-22.6782,-16.8206,28.5293
-22.4451,-16.7383,27.5424
-14.2065,-13.0838,26.2936
-14.6911,-12.7669,25.2238
-13.6757,-12.6418,25.5141
-15.4036,-15.2183,27.2262
-15.9126,-15.0606,26.272
-14.0169,-13.1793,30.9606
-14.8346,-13.5772,31.4656
-14.5458,-13.9246,30.3818
-7.74196,-8.77977,28.7557
-2.72118,1.72732,28.3847
-3.58971,2.27506,28.0795
-3.89698,1.3844,28.569
10.0834,-10.0583,29.6857
10.8775,-9.29602,29.7644
9.88414,-9.12524,30.2771
3.84087,-11.9119,28.772
3.13609,-11.3332,29.1504
2.98072,-12.218,28.3381
8.77965,-16.3681,21.0617
9.92614,-16.1993,21.2612
9.11373,-15.8483,21.8396
9.35646,-12.0912,28.1138
8.72273,-12.6309,27.4768
9.79749,-12.5242,27.2802
8.32554,-12.13,28.3094
8.95675,-11.4945,28.9258
8.3629,2.4603,29.1762
3.44047,-2.70261,31.1133
6.16811,-4.30827,31.4859
6.27398,-3.33221,31.4456
5.30709,-3.85189,31.4214
5.37615,-1.90046,31.2252
9.40246,2.10213,29.1967
9.82087,1.14421,29.6672
10.4262,1.80302,29.0416
9.98254,-3.57645,31.0001
9.01022,-4.22667,31.2499
10.0775,-4.66214,30.9637
-3.3945,3.10657,27.5237
-4.40012,2.87534,27.677
-10.6685,1.82211,29.6938
-11.814,1.61879,29.8476
-11.0227,1.08131,30.2889
8.30358,4.49795,27.455
9.28403,4.0044,27.7138
8.71585,1.57524,29.7123
0.465675,-3.88246,30.607
1.08722,-0.842441,30.262
2.10654,-0.504837,30.3813
1.35434,0.0528335,30.0253
-10.0464,-6.13536,32.2094
-9.61505,-6.77426,31.2099
-11.4616,0.0918283,32.1109
-10.6575,-0.21418,31.3487
-11.3376,0.611373,31.1112
-15.8841,-0.167602,38.7803
-21.5736,0.178928,23.9457
-21.847,0.513557,22.9033
-22.2849,-0.361786,23.2413
-24.1836,-1.6405,27.0643
-23.9518,-2.03403,26.0128
-24.6476,-2.55097,26.7217
-23.4259,-1.03947,26.5161
-23.7224,-2.92873,21.1858
-24.0641,-3.23742,20.1697
-24.0479,-3.92967,21.1488
-25.0661,-3.67937,26.549
-24.665,-3.98959,25.6802
-25.6677,-9.04828,29.1364
-25.6996,-8.67763,29.9224
-21.396,-11.0272,21.8324
-20.7021,-11.8403,21.3013
-20.6,-11.6701,22.2658
-18.0004,-15.3431,24.9207
-17.5259,-16.3176,25.5331
-18.6329,-16.1051,25.0884
-23.6958,-14.2556,25.322
-17.6393,-17.3691,26.2541
-18.3803,-16.8998,25.5962
-19.5642,-12.9899,23.6924
-19.3125,-12.7787,22.6043
-18.5835,-13.0257,23.1387
-14.5286,-13.8519,27.0758
-14.8501,-14.6397,28.0337
-15.1589,-14.4149,26.8039
-12.8912,-12.7958,27.5153
-13.2469,-12.6636,26.5063
-11.9098,-12.6042,25.0821
-10.9419,-12.7399,24.8006
-8.1076,-9.56672,28.1812
-7.26069,-0.0524867,30.0374
-6.65958,-1.00816,30.0788
6.19541,-7.60039,31.2207
5.61399,-6.70362,31.3803
5.0644,-7.59797,31.1652
6.95403,-15.9183,21.3267
7.8334,-16.3233,21.0177
7.965,-15.6279,21.6932
3.97816,-15.4471,21.3762
4.96295,-15.8304,21.2622
4.87164,-15.2165,22.0608
7.25364,-13.2616,26.806
7.66684,-12.7646,27.4816
6.59384,-12.8709,27.554
3.69745,-14.3619,25.2959
3.21748,-14.7023,24.4385
4.37848,-14.5808,24.7646
13.3213,-7.09625,29.2518
14.288,-6.91025,28.6017
13.8594,-6.17593,28.9998
14.4905,-9.56696,27.5656
14.2257,-8.67131,28.277
13.6331,-9.58868,28.2201
10.8742,-4.19829,30.6754
7.3755,-7.92865,31.107
7.70741,-8.97206,30.7415
8.42649,-8.25411,30.9229
11.3806,1.67706,28.6712
12.0122,0.78057,28.8444
12.298,1.62361,28.2465
11.8853,3.14195,27.2528
11.9698,3.76016,26.4276
11.0834,3.96985,26.8307
4.83773,4.8652,26.8212
4.27779,5.38377,26.0525
3.71852,4.79577,26.7738
0.505696,-2.85342,30.5601
4.01891,6.99138,23.5622
3.57033,6.55778,24.6228
4.43174,6.62821,24.3352
1.95077,1.99273,29.3063
-3.13451,-2.08475,29.5735
-3.39428,-3.21728,29.5964
-11.5399,2.22369,29.2117
-12.4903,2.12617,29.2183
-12.1542,1.24406,30.7183
-12.9197,1.67619,30.1952
-12.6723,3.16017,27.9784
-12.3255,3.79399,27.3981
-13.2868,3.64473,27.1978
-24.4688,-3.22081,32.3866
-22.4511,0.0389839,22.0852
-22.7975,-0.167891,21.0822
-22.9589,-0.872088,21.6737
-23.2422,-1.09266,20.7315
-9.16017,4.12462,27.4676
-8.82528,4.53208,26.6527
-9.95252,4.4099,27.0287
-23.6549,-5.55175,22.727
-23.6615,-6.70509,22.3238
-23.3925,-6.38892,23.3199
-23.4231,-7.86572,21.9125
-23.7626,-7.80018,20.808
-23.3189,-8.65607,21.0459
-16.4236,-15.4689,31.3197
-16.4427,-16.0272,30.6528
-15.1624,-15.0836,29.0388
-15.3811,-15.5345,28.1991
-10.7446,-10.5061,29.7178
-10.1826,-9.59297,29.3286
-10.3653,-9.60727,30.281
-10.9863,-11.0976,29.023
-10.5496,-10.3235,28.633
-6.39607,-6.83664,29.7304
0.922343,-7.46268,30.4335
0.334525,-8.12141,30.0385
1.14483,-8.61515,30.1712
7.2647,-12.2025,28.2999
6.29973,-12.2578,28.3671
4.27329,-14.8958,23.8617
3.30511,-15.0607,23.4156
11.474,-16.3176,19.7249
11.7756,-15.9799,20.6879
10.6624,-16.3508,20.5107
11.1125,-11.2805,28.2299
10.4726,-11.9785,27.7889
